Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name
BRA-JB-J161,212,Jair Bolsonaro,Brasil,Completed,2019-09-24,2019-09-24,1,United States,North America,New York,Multilateral,Global Forum,NA,74ª AGNU,NA,Apertura de la 74a AGNU; discurso defensivo sobre la Amazonia tras los incendios de agosto y la crisis con Macron.,https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/presidente-da-republica/presidente-da-republica-federativa-do-brasil-discursos/jair-messias-bolsonaro-2019-2022/discurso-do-presidente-jair-bolsonaro-na-abertura-da-74-assembleia-geral-das-nacoes-unidas-nova-york-24-de-setembro-de-2019,High,24/09/2019.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J162,213,Jair Bolsonaro,Brasil,Completed,2019-10-22,2019-10-23,2,Japan,Asia-Pacific,Tokyo,Bilateral,Inauguration/Funeral,NA,Entronização do imperador Naruhito,Jefe de Estado/Gobierno,Ceremonia de entronizacion del emperador Naruhito. Tramo 1 de gira Asia-Golfo.,https://agenciabrasil.ebc.com.br/internacional/noticia/2019-10/bolsonaro-chega-ao-japao-para-giro-por-asia-e-oriente-medio,High,Gira Asia-Golfo 22-30/10/2019; fechas de dia estimadas en tramos.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J162,214,Jair Bolsonaro,Brasil,Completed,2019-10-24,2019-10-26,3,China,Asia-Pacific,Beijing,Bilateral,State Visit,NA,Xi Jinping,Jefe de Estado/Gobierno,"Visita a Xi Jinping: giro pragmatico tras las criticas de campana ('China no compra en Brasil, compra Brasil'). Tramo 2.",https://agenciabrasil.ebc.com.br/politica/noticia/2019-10/bolsonaro-chega-pequim-e-reune-se-com-empresarios,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J162,215,Jair Bolsonaro,Brasil,Completed,2019-10-26,2019-10-27,2,United Arab Emirates,Middle East,Abu Dhabi,Bilateral,Working Visit,NA,Mohammed bin Zayed,Jefe de Estado/Gobierno,Inversiones del Golfo. Tramo 3.,https://agenciabrasil.ebc.com.br/politica/noticia/2019-10/bolsonaro-se-reune-com-empresarios-nos-emirados-arabes-unidos,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J162,216,Jair Bolsonaro,Brasil,Completed,2019-10-28,2019-10-28,1,Qatar,Middle East,Doha,Bilateral,Working Visit,NA,Emir Tamim bin Hamad Al Thani,Jefe de Estado/Gobierno,Inversiones y comercio. Tramo 4.,https://mofa.gov.qa/en/qatar/latest-articles/latest-news/details/2019/10/28/joint-statement-of-the-state-of-qatar-and-the-federative-republic-of-brazil,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J162,217,Jair Bolsonaro,Brasil,Completed,2019-10-29,2019-10-30,2,Saudi Arabia,Middle East,Riyadh,Bilateral,Working Visit,NA,Príncipe Mohammed bin Salman (Foro 'Davos do Deserto'),Jefe de Estado/Gobierno,Foro de inversiones Future Investment Initiative; inversiones sauditas. Tramo 5 (final).,https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/bolsonaro/discursos/discurso-do-presidente-da-republica-jair-bolsonaro-durante-sessao-sobre-o-brasil-do-fii-riade-arabia-saudita,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J163,218,Jair Bolsonaro,Brasil,Completed,2020-01-24,2020-01-27,4,India,Asia-Pacific,New Delhi,Bilateral,State Visit,NA,Narendra Modi (convidado de honra do Dia da República),Jefe de Estado/Gobierno,Invitado de honor del Dia de la Republica de India (26/1); acuerdos de inversion y defensa.,http://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/bolsonaro/discursos/discurso-do-presidente-da-republica-jair-bolsonaro-durante-cafe-da-manha-de-trabalho-com-empresarios-indianos-nova-delhi-india,High,24-27/01/2020.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J164,219,Jair Bolsonaro,Brasil,Completed,2020-03-01,2020-03-01,1,Uruguay,South America,Montevideo,Bilateral,Inauguration/Funeral,NA,Posse de Luis Lacalle Pou,Jefe de Estado/Gobierno,Asuncion de Lacalle Pou; primer aliado ideologico en el Cono Sur.,https://agenciabrasil.ebc.com.br/internacional/noticia/2020-03/bolsonaro-vai-montevideu-para-posse-de-novo-presidente-uruguaio,High,1/03/2020.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J165,220,Jair Bolsonaro,Brasil,Completed,2020-03-07,2020-03-10,4,United States,North America,Palm Beach,Bilateral,Working Visit,NA,Donald Trump (jantar em Mar-a-Lago),Jefe de Estado/Gobierno,"Cena con Trump en Mar-a-Lago; la comitiva volvio con COVID (el famoso 'brote de Mar-a-Lago', +20 contagiados).",https://trumpwhitehouse.archives.gov/briefings-statements/remarks-president-trump-president-bolsonaro-brazil-working-dinner-west-palm-beach-fl/,High,7-10/03/2020. ULTIMO viaje pre-parate pandemico (~14 meses sin salir).,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J166,221,Jair Bolsonaro,Brasil,Completed,2021-05-24,2021-05-24,1,Ecuador,South America,Quito,Bilateral,Inauguration/Funeral,NA,Posse de Guillermo Lasso,Jefe de Estado/Gobierno,Asuncion de Lasso; primer viaje tras ~14 meses de parate pandemico.,https://agenciabrasil.ebc.com.br/internacional/noticia/2021-05/guillermo-lasso-assume-presidencia-do-equador,High,24/05/2021. Confirmar asistencia/fecha.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J167,222,Jair Bolsonaro,Brasil,Completed,2021-09-19,2021-09-21,3,United States,North America,New York,Multilateral,Global Forum,NA,76ª AGNU,NA,Apertura de la 76a AGNU sin estar vacunado; episodio de la pizza en la vereda por las restricciones de NY.,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2021/09/discurso-do-presidente-da-republica-jair-bolsonaro-na-abertura-da-76deg-assembleia-geral-da-onu,High,19-21/09/2021.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J168,223,Jair Bolsonaro,Brasil,Completed,2021-10-29,2021-11-01,4,Italy,Europe,Rome,Multilateral,Global Forum,FALSE,Cúpula do G20 de Roma + Anguillara Veneta,NA,"G20 de Roma con participacion minima y aislamiento diplomatico; luego visito Anguillara Veneta (pueblo de sus ancestros, ciudadania honoraria) con incidentes.",https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2021/10/presidente-jair-bolsonaro-ja-esta-na-italia-para-participar-do-g20,High,29/10-1/11/2021. NO fue a la COP26 de Glasgow (envio delegacion).,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J169,224,Jair Bolsonaro,Brasil,Completed,2021-11-13,2021-11-16,4,United Arab Emirates,Middle East,Dubai,Bilateral,Working Visit,NA,Expo 2020 Dubai + governo emiratí,Jefe de Estado/Gobierno,Gira por el Golfo: Expo Dubai e inversiones. Tramo 1.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-2013-visita-oficial-de-sua-excelencia-o-presidente-da-republica-federativa-do-brasil-jair-bolsonaro-aos-emirados-arabes-unidos-2013-13-a-16-de-novembro-de-2021,High,"Gira Golfo 13-18/11/2021; fechas de dia estimadas. QA-R5 2026-07-26: End_Date corregido de 2021-11-15 a 2021-11-16 y Duration_Days de 3 a 4, segun Comunicado Conjunto oficial MRE (gov.br/mre) que fecha la visita a EAU '13 a 16 de novembro de 2021'; Source_Verification actualizado a la nota oficial con rango de fechas.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J169,225,Jair Bolsonaro,Brasil,Completed,2021-11-16,2021-11-17,2,Bahrain,Middle East,Manama,Bilateral,Working Visit,NA,Rei Hamad bin Isa Al Khalifa,Jefe de Estado/Gobierno,Comercio e inversiones. Tramo 2.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-oficial-de-sua-excelencia-o-presidente-da-republica-federativa-do-brasil-jair-bolsonaro-ao-reino-do-bahrein-2013-16-a-17-de-novembro-de-2021,High,"Fechas estimadas. QA-R5 2026-07-26: Start_Date corregido de 2021-11-15 a 2021-11-16 y End_Date de 2021-11-16 a 2021-11-17, segun nota oficial MRE (gov.br/mre) que fecha la visita oficial a Bahrein '16 a 17 de novembro de 2021' (consistente con prensa: Bolsonaro llego a Bahrein el martes 16/11/2021). Source_Verification actualizado a la nota oficial con rango de fechas.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J169,226,Jair Bolsonaro,Brasil,Completed,2021-11-17,2021-11-17,1,Qatar,Middle East,Doha,Bilateral,Working Visit,NA,Emir Tamim bin Hamad Al Thani,Jefe de Estado/Gobierno,Comercio e inversiones. Tramo 3 (final).,https://agenciabrasil.ebc.com.br/politica/noticia/2021-11/presidente-viaja-para-o-oriente-medio,High,Fecha estimada.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J170,227,Jair Bolsonaro,Brasil,Completed,2022-02-15,2022-02-16,2,Russia,Europe,Moscow,Bilateral,Working Visit,NA,Vladímir Putin,Jefe de Estado/Gobierno,Visita a Putin DIAS ANTES de la invasion a Ucrania; declaro que Brasil era 'solidario con Rusia'. Muy criticado. Tramo 1.,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2022/02/presidente-jair-bolsonaro-ja-esta-em-moscou-para-visita-oficial-a-russia,High,15-16/02/2022; invasion rusa el 24/2.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J170,228,Jair Bolsonaro,Brasil,Completed,2022-02-17,2022-02-17,1,Hungary,Europe,Budapest,Bilateral,Working Visit,NA,Viktor Orbán,Jefe de Estado/Gobierno,Visita a Orban; afinidad ideologica con la derecha europea. Tramo 2 (final).,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2022/02/presidente-jair-bolsonaro-faz-visita-oficial-a-hungria,High,"17-18/02/2022. QA-R5 2026-07-26: End_Date corregido de 2022-02-18 a 2022-02-17 y Duration_Days de 2 a 1. La fuente citada y prensa cruzada (Diario do Grande ABC, 'Bolsonaro retorna ao Brasil apos viagem ao exterior', 17/02/2022; Poder360) confirman que la visita a Hungria fue de UN dia (17/2), con regreso a Brasil ese mismo dia; el comunicado conjunto oficial MRE tambien fecha la visita '17 de Fevereiro de 2022' (fecha unica).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J171,229,Jair Bolsonaro,Brasil,Completed,2022-06-08,2022-06-10,3,United States,North America,Los Angeles,Multilateral,Regional Summit,TRUE,IX Cúpula das Américas (bilateral com Biden),NA,Cumbre de las Americas de Los Angeles tras gestiones de EE.UU.; su UNICA bilateral con Biden (9/6).,https://agenciabrasil.ebc.com.br/politica/noticia/2022-06/presidentes-bolsonaro-e-biden-fazem-reuniao-bilateral-nos-eua,High,8-10/06/2022.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J173,231,Jair Bolsonaro,Brasil,Completed,2022-09-18,2022-09-19,2,United Kingdom,Europe,London,Multilateral,Inauguration/Funeral,NA,Funeral da rainha Elizabeth II,NA,Funeral de Isabel II en plena campana electoral; discurso politico desde el balcon de la embajada brasilena. Tramo 1.,https://agenciabrasil.ebc.com.br/politica/noticia/2022-09/bolsonaro-participa-do-funeral-da-rainha-elizabeth-ii-em-londres,High,18-19/09/2022.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J173,232,Jair Bolsonaro,Brasil,Completed,2022-09-20,2022-09-20,1,United States,North America,New York,Multilateral,Global Forum,NA,77ª AGNU,NA,"Ultimo discurso ante la ONU, con tono de campana electoral. Tramo 2 (final).",https://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/bolsonaro/discursos/discurso-do-presidente-da-republica-jair-bolsonaro-na-abertura-do-debate-geral-da-77a-sessao-da-assembleia-geral-das-nacoes-unidas-agnu,High,20/09/2022. NO fue al G20 de Bali (nov 2022) tras perder la eleccion.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J174,233,Jair Bolsonaro,Brasil,Completed,2022-12-30,2023-01-01,3,United States,North America,Orlando,Other,Working Visit,NA,Salida a Florida (sin agenda oficial),NA,"Salio a Orlando el 30/12/2022, dos dias antes del fin del mandato, para no traspasar la banda a Lula. Sin agenda oficial de gobierno.",https://www.cnnbrasil.com.br/politica/governo-gastou-pelo-menos-r-795-mil-com-viagem-de-bolsonaro-a-orlando/,Medium,"CASO ATIPICO: viaje sin agenda oficial iniciado en ejercicio; permanecio en EE.UU. tras el 1/1/2023. Duracion computada hasta el fin del mandato. NOTA 2026-07-20: multiples fuentes cruzadas (CNN Brasil, Al Jazeera, Publico) confirman salida el 30/12/2022 hacia Orlando (avion da FAB), sin agenda oficial, para no traspasar la banda presidencial a Lula el 1/1/2023; permanecio en EE.UU. mas de un mes tras el fin del mandato (dato no cargado, fuera del periodo de observacion). Fuente exclusivamente periodistica: no hay comunicado oficial de Planalto/MRE sobre este viaje (consistente con 'sin agenda oficial').",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-JB-J175,234,Jair Bolsonaro,Brasil,Canceled,2020-01-21,NA,NA,Switzerland,Europe,Davos,Multilateral,Global Forum,NA,Foro Económico Mundial 2020,NA,Participacion prevista en Davos 2020. CANCELADA por decision del gobierno (razones de seguridad/conveniencia); fue Guedes.,https://www.poder360.com.br/governo/bolsonaro-cancela-ida-a-davos/,Medium,"Cancelado; sin duracion. Motivo exacto a confirmar. NOTA 2026-07-20: segun el vocero de la Presidencia (Otavio do Rego Barros), la cancelacion de Davos 2020 respondio a una combinacion de factores economicos, de seguridad y politicos, SIN que la seguridad fuera el motivo exclusivo o principal (poder360, 8/1/2020). El texto cargado ('razones de seguridad/conveniencia') es consistente con esta fuente.",Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J176,235,Luiz Inácio Lula da Silva,Brasil,Completed,2023-01-23,2023-01-24,2,Argentina,South America,Buenos Aires,Multilateral,Regional Summit,TRUE,VII Cúpula da CELAC + Alberto Fernández,NA,Primer viaje del mandato: retorno de Brasil a la CELAC y bilateral con Alberto Fernandez. Tramo 1.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/visita-oficial-do-presidente-luiz-inacio-lula-da-silva-a-argentina-2013-buenos-aires-23-e-24-de-janeiro-de-2023,High,Primer viaje del 3er mandato.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J176,236,Luiz Inácio Lula da Silva,Brasil,Completed,2023-01-25,2023-01-25,1,Uruguay,South America,Montevideo,Bilateral,Working Visit,NA,Luis Lacalle Pou,Jefe de Estado/Gobierno,Bilateral con Lacalle Pou; Mercosur y acuerdo UE. Tramo 2 (final).,https://www.gov.br/mre/pt-br/embaixada-montevideu/noticias/visita-del-presidente-lula-a-uruguay-fortalecer-los-lazos-con-el-pais-vecino-25-01-2023-1,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J177,237,Luiz Inácio Lula da Silva,Brasil,Completed,2023-02-09,2023-02-11,3,United States,North America,Washington D.C.,Bilateral,Working Visit,NA,Joe Biden (Casa Branca),Jefe de Estado/Gobierno,Bilateral con Biden; defensa de la democracia tras el 8/1 y el 6/1; medio ambiente.,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos-e-pronunciamentos/2023/pronunciamento-na-chegada-a-casa-branca,High,"10/02/2023. | CORREGIDO 2026-08-16: fecha original solo cubria 10/2; verificacion cruzada (PBS, Yahoo News) confirma llegada 9/2, reunion con Biden 10/2, regreso 11/2. COLT (TripID 1780-BRA-USA-44966) coincide parcialmente (9-10/2); su fila hermana 3531-BRA-USA-44925 (Bolsonaro, dic22-mar23) habia sido emparejada por error con este viaje por un bug del script de conciliacion -no representa una fuente real para este Trip_ID-.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J178,238,Luiz Inácio Lula da Silva,Brasil,Completed,2023-04-12,2023-04-15,4,China,Asia-Pacific,Beijing,Bilateral,State Visit,TRUE,Xi Jinping + posse de Dilma no Novo Banco de Desenvolvimento (Xangai),Jefe de Estado/Gobierno,Visita de Estado a China; Dilma asume el Banco de los BRICS en Shanghai; propuesta del 'club de la paz' por Ucrania. Tramo 1.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-entre-a-republica-federativa-do-brasil-e-a-republica-popular-da-china-sobre-o-aprofundamento-da-parceria-estrategica-global-pequim-14-de-abril-de-2023,High,Viaje pospuesto desde marzo por neumonia; 12-15/04/2023.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J178,239,Luiz Inácio Lula da Silva,Brasil,Completed,2023-04-15,2023-04-16,2,United Arab Emirates,Middle East,Abu Dhabi,Bilateral,Working Visit,NA,Mohammed bin Zayed,Jefe de Estado/Gobierno,Escala oficial de regreso; comercio e inversiones. Tramo 2 (final).,"https://www.em.com.br/app/noticia/politica/2023/04/15/interna_politica,1481771/lula-chega-a-abu-dhabi-para-encontro-com-presidente-dos-emirados-arabes.shtml",Medium,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J179,240,Luiz Inácio Lula da Silva,Brasil,Completed,2023-04-22,2023-04-25,4,Portugal,Europe,Lisbon,Bilateral,State Visit,TRUE,Marcelo Rebelo de Sousa + Prêmio Camões a Chico Buarque,Jefe de Estado/Gobierno,Cumbre Brasil-Portugal; discurso en la Asamblea con protestas de Chega; premio Camoes. Tramo 1.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-no-centro-cultural-de-belem-em-22-de-abril-de-2023-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-portugal,High,"Gira Portugal-Espana 22-26/04/2023. CORRECCION 2026-07-20: End_Date 2023-04-24 -> 2023-04-25. La visita de Estado a Portugal fue 22-25/04/2023 (Presidencia de Portugal + MRE), no 22-24.",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J179,241,Luiz Inácio Lula da Silva,Brasil,Completed,2023-04-25,2023-04-26,2,Spain,Europe,Madrid,Bilateral,Working Visit,NA,Pedro Sánchez,Jefe de Estado/Gobierno,Impulso al acuerdo Mercosur-UE con la presidencia espanola en puertas. Tramo 2 (final).,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/visita-do-presidente-luiz-inacio-lula-da-silva-a-madri-2013-25-e-26-de-abril-de-2023-2013-credenciamento-de-imprensa,High,NA,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J180,242,Luiz Inácio Lula da Silva,Brasil,Completed,2023-05-05,2023-05-07,3,United Kingdom,Europe,London,Multilateral,Inauguration/Funeral,TRUE,Coroação de Carlos III,NA,Coronacion del rey Carlos III; bilaterales al margen.,https://agenciabrasil.ebc.com.br/politica/noticia/2023-05/lula-chega-londres-para-coroacao-do-rei-charles-iii,High,5-7/05/2023.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J181,243,Luiz Inácio Lula da Silva,Brasil,Completed,2023-05-19,2023-05-21,3,Japan,Asia-Pacific,Hiroshima,Multilateral,Global Forum,TRUE,Cúpula do G7 (convidado),NA,Invitado al G7 de Hiroshima; el encuentro previsto con Zelenski no se concreto.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/cupula-do-g7-2013-hiroshima-19-a-21-de-maio-2013-credenciamento-de-imprensa,High,19-21/05/2023.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J182,244,Luiz Inácio Lula da Silva,Brasil,Completed,2023-06-21,2023-06-21,1,Vatican City,Europe,Vatican City,Bilateral,Working Visit,TRUE,Papa Francisco (+ Meloni e Mattarella em Roma),Jefe de Estado/Gobierno,Audiencia con el Papa Francisco sobre la paz en Ucrania; en Roma vio a Meloni y Mattarella. Tramo 1.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-lula-a-italia-e-ao-vaticano-20-a-22-de-junho-de-2023,High,Gira Italia-Francia 21-23/06/2023.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J182,245,Luiz Inácio Lula da Silva,Brasil,Completed,2023-06-22,2023-06-23,2,France,Europe,Paris,Multilateral,Global Forum,TRUE,Cúpula por um Novo Pacto Financeiro Global (Macron),NA,Cumbre por un Nuevo Pacto Financiero Global convocada por Macron. Tramo 2 (final).,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-a-franca-do-presidente-lula-a-paris-22-e-23-de-junho-de-202,High,NA,Comercio/Integración Económica,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J183,246,Luiz Inácio Lula da Silva,Brasil,Completed,2023-07-17,2023-07-18,2,Belgium,Europe,Brussels,Multilateral,Regional Summit,TRUE,Cúpula CELAC-União Europeia,NA,Cumbre CELAC-UE en Bruselas tras 8 anos; negociacion del acuerdo Mercosur-UE.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/participacao-do-presidente-lula-na-iii-cupula-celac-ue-2013-bruxelas-17-e-18-de-julho-de-2023,High,17-18/07/2023.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J184,247,Luiz Inácio Lula da Silva,Brasil,Completed,2023-08-22,2023-08-24,3,South Africa,Africa,Johannesburg,Multilateral,Global Forum,TRUE,XV Cúpula BRICS (ampliação do bloco),NA,Cumbre BRICS de Johannesburgo; ampliacion del bloque a 6 nuevos miembros.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/cupula-dos-brics-2023-2013-joanesburgo-22-a-24-de-agosto-de-2023-2013-credenciamento-de-imprensa,High,22-24/08/2023.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J185,248,Luiz Inácio Lula da Silva,Brasil,Completed,2023-09-08,2023-09-11,4,India,Asia-Pacific,New Delhi,Multilateral,Global Forum,TRUE,Cúpula do G20 de Nova Délhi,NA,G20 de Nueva Delhi; Brasil recibe la presidencia del G20 para 2024.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/cupula-de-lideres-do-g20-2013-nova-delhi-9-e-10-de-setembro-de-2023-2013-reiteracao-de-prazo-de-credenciamento,High,"8-11/09/2023. NOTA 2026-07-20: la Cupula de Lideres del G20 en si fue el 9-10/09/2023; el rango cargado (8-11/09) incluye dias de viaje/traslado, consistente con el aviso MRE de credenciamiento.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J186,249,Luiz Inácio Lula da Silva,Brasil,Completed,2023-09-15,2023-09-16,2,Cuba,Caribbean,Havana,Multilateral,Global Forum,TRUE,Cúpula do G77+China,NA,Cumbre del G77+China en La Habana; agenda del Sur Global. Tramo 1.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-luiz-inacio-lula-da-silva-a-cuba-por-ocasiao-da-cupula-do-g-77-china-2013-havana-15-e-16-de-setembro-de-2023,High,Gira Cuba-NY 15-20/09/2023.,Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J186,250,Luiz Inácio Lula da Silva,Brasil,Completed,2023-09-18,2023-09-21,4,United States,North America,New York,Multilateral,Global Forum,TRUE,"78ª AGNU (+ Biden, Lançamento parceria trabalhista)",NA,Apertura de la 78a AGNU; lanzamiento con Biden de la alianza por los derechos laborales. Tramo 2 (final).,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/participacao-do-presidente-lula-na-78a-sessao-da-assembleia-geral-das-nacoes-unidas-2013-nova-york-18-a-21-de-setembro-de-2023,High,"CORRECCION 2026-07-20: End_Date 2023-09-20 -> 2023-09-21, segun aviso oficial MRE 'Participacao do Presidente Lula na 78a AGNU - Nova York, 18 a 21 de setembro de 2023'.",Cooperación Política General,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J187,251,Luiz Inácio Lula da Silva,Brasil,Completed,2023-11-28,2023-11-29,2,Saudi Arabia,Middle East,Riyadh,Bilateral,Working Visit,NA,Príncipe Mohammed bin Salman,Jefe de Estado/Gobierno,Visita a Arabia Saudita; inversiones y OPEP+.,https://agenciagov.ebc.com.br/noticias/202311/presidente-lula-chega-a-arabia-saudita-em-busca-de-investimentos-para-o-brasil,High,"21-23/11/2023. Confirmar fechas exactas. CORRECCION 2026-07-20: fechas originales (21-23/11/2023) eran erroneas. Fuentes oficiales (Agencia Gov) confirman llegada a Riad el martes 28/11/2023 y agenda empresarial el miercoles 29/11/2023, previo a Doha y Dubai (COP28).",NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J188,252,Luiz Inácio Lula da Silva,Brasil,Completed,2023-11-30,2023-12-02,3,United Arab Emirates,Middle East,Dubai,Multilateral,Global Forum,TRUE,COP28,NA,Cumbre climatica COP28 en Dubai; Brasil anuncio candidatura de Belem para la COP30.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/aviso-as-redacoes/viagem-do-presidente-luiz-inacio-lula-da-silva-a-dubai-por-ocasiao-da-cop28-30-de-novembro-a-3-de-dezembro-de-2023-2013-credenciamento-de-imprensa,High,30/11-2/12/2023. Cirugia de cadera fue despues (posterior).,Medio Ambiente/Clima,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA-LU3-J189,253,Luiz Inácio Lula da Silva,Brasil,Completed,2023-12-03,2023-12-04,2,Germany,Europe,Berlin,Bilateral,Working Visit,NA,Consultas intergovernamentais (Olaf Scholz),Jefe de Estado/Gobierno,Consultas intergubernamentales germano-brasilenas; industria e inversiones.,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/ii-reuniao-de-consultas-intergovernamentais-de-alto-nivel-brasil-alemanha-2013-berlim-4-de-dezembro-de-2023,High,4-5/12/2023. Verificar (cirugia de cadera a fin de mes). CORRECCION 2026-07-20: Start_Date 2023-12-04 -> 2023-12-03. MRE confirma llegada a Berlin el domingo 3/12 y la II Reuniao de Consultas Intergovernamentais el 4/12/2023.,NA,Verificada-URL,NA,NA,NA,NA,NA,NA,NA,NA,NA
